city,latitude,longitude,Country,Temperature,Humidity,Cloud Level,Wind Speed,Air Pressure,Date
Los Llanos de Aridane,28.6585,-17.9182,ES,15.07,73.0,40.0,9.26,1021.0,1647458209.0
Olafsvik,64.8945,-23.7142,IS,-0.52,56.0,100.0,8.22,991.0,1647458211.0
Tazovsky,67.4667,78.7,RU,-19.75,100.0,81.0,2.43,1020.0,1647458213.0
Raja,8.4596,25.678,SS,23.82,15.0,96.0,2.52,1011.0,1647458215.0
Hambantota,6.1241,81.1185,LK,25.59,83.0,100.0,3.28,1009.0,1647458217.0
Tarko-Sale,64.9225,77.785,RU,-5.97,96.0,100.0,4.71,1018.0,1647458218.0
Basco,20.4487,121.9702,PH,24.23,90.0,100.0,7.51,1009.0,1647458220.0
Córdoba,-31.4135,-64.1811,AR,32.65,40.0,0.0,7.2,981.0,1647458079.0
Leer,8.3018,30.1418,SS,28.59,16.0,9.0,2.26,1008.0,1647458223.0
gulshat,,,,,,,,,
Khatanga,71.9667,102.5,RU,-29.26,94.0,76.0,3.6,1024.0,1647458227.0
Beidao,34.5686,105.8933,CN,9.04,89.0,4.0,1.53,1012.0,1647458229.0
Normandin,48.8333,-72.5321,CA,4.07,52.0,100.0,5.66,1016.0,1647458231.0
Hobyo,5.3505,48.5268,SO,26.0,73.0,11.0,5.56,1010.0,1647458232.0
Whitehorse,60.7161,-135.0538,CA,1.06,66.0,75.0,9.26,999.0,1647458234.0
Bandarbeyla,9.4942,50.8122,SO,25.23,73.0,4.0,4.02,1012.0,1647458236.0
Marintoc,12.2855,123.7228,PH,25.71,90.0,71.0,2.62,1008.0,1647458238.0
Guangyuan,32.442,105.823,CN,14.74,79.0,75.0,2.12,1009.0,1647458240.0
Sungai Penuh,-2.0833,101.3833,ID,17.79,96.0,100.0,0.74,1010.0,1647458242.0
buariki,,,,,,,,,
Kudahuvadhoo,2.6708,72.8944,MV,28.21,74.0,95.0,3.39,1010.0,1647458245.0
Prescott Valley,34.5894,-112.3252,US,18.44,22.0,0.0,4.47,1011.0,1647458247.0
Gweta,-20.1833,25.2333,BW,20.64,86.0,99.0,7.02,1011.0,1647458249.0
San Angelo,31.4638,-100.437,US,27.39,14.0,0.0,8.23,1012.0,1647457977.0
Atlantis,-33.5667,18.4834,ZA,18.37,76.0,0.0,3.59,1015.0,1647458252.0
Ucluelet,48.9329,-125.5528,CA,8.38,91.0,100.0,0.89,1026.0,1647458254.0
Solnechnyy,50.7214,136.6319,RU,-7.79,97.0,100.0,1.48,1019.0,1647458256.0
Bonavista,48.6499,-53.1147,CA,-5.07,44.0,100.0,1.38,1023.0,1647458258.0
Vanimo,-2.6741,141.3028,PG,25.29,90.0,100.0,2.16,1007.0,1647458260.0
Tuatapere,-46.1333,167.6833,NZ,7.19,97.0,66.0,1.8,1026.0,1647458261.0
Vallenar,-28.5708,-70.7581,CL,29.04,31.0,100.0,4.92,1012.0,1647458129.0
Riyadh,24.6877,46.7219,SA,13.08,33.0,100.0,9.14,1019.0,1647458264.0
Rovaniemi,66.5,25.7167,FI,-0.33,80.0,0.0,5.66,1028.0,1647458266.0
Kungurtug,50.5994,97.5228,RU,-11.63,98.0,100.0,0.26,1026.0,1647458268.0
Acapulco de Juárez,16.8634,-99.8901,MX,27.9,69.0,0.0,5.14,1012.0,1647457972.0
Bereket,39.2446,55.5154,TM,6.73,87.0,100.0,1.77,1019.0,1647458271.0
Erpeli,42.8058,46.9773,RU,-5.35,92.0,100.0,1.7,1026.0,1647458273.0
Cherskiy,68.75,161.3,RU,-31.39,100.0,96.0,3.09,1036.0,1647458275.0
Gisborne,-38.6533,178.0042,NZ,15.42,81.0,100.0,6.44,1021.0,1647458277.0
bury saint edmunds,,,,,,,,,
sorvag,,,,,,,,,
Saint-Joseph,-21.3667,55.6167,RE,24.92,88.0,33.0,3.47,1012.0,1647458281.0
Kalmunai,7.4167,81.8167,LK,25.02,88.0,100.0,3.33,1009.0,1647458283.0
Forsytheganj,52.6333,29.7333,BY,-1.82,69.0,5.0,3.58,1037.0,1647458285.0
Diego de Almagro,-26.3667,-70.05,CL,27.43,28.0,3.0,6.17,1011.0,1647458287.0
Kamenka,51.3223,42.7678,RU,-6.53,91.0,100.0,6.62,1028.0,1647458289.0
Sitka,57.0531,-135.33,US,6.94,65.0,100.0,10.29,1002.0,1647458290.0
Lakatoro,-16.0999,167.4164,VU,27.33,78.0,100.0,0.98,1010.0,1647458292.0
Krabi,8.0726,98.9105,TH,25.11,88.0,20.0,1.54,1007.0,1647458294.0
Abrau-Dyurso,44.69,37.59,RU,-4.73,66.0,14.0,5.21,1028.0,1647458296.0
Jalu,29.0331,21.5482,LY,14.7,32.0,0.0,3.65,1026.0,1647458283.0
Portland,45.5234,-122.6762,US,11.09,66.0,75.0,2.57,1029.0,1647458122.0
Lyaskelya,61.7667,31.0167,RU,-8.9,99.0,71.0,1.23,1039.0,1647458300.0
Hong Kong,22.2855,114.1577,HK,22.99,92.0,100.0,2.24,1012.0,1647458103.0
Moose Factory,51.2585,-80.6094,CA,-8.01,79.0,20.0,5.14,1016.0,1647458304.0
Abadan,38.0507,58.2056,TM,7.85,100.0,100.0,2.06,1017.0,1647458305.0
Isangel,-19.55,169.2667,VU,26.62,86.0,100.0,1.74,1011.0,1647458307.0
Khanpur,28.6453,70.6567,PK,31.26,16.0,7.0,3.93,1004.0,1647458309.0
Christchurch,-43.5333,172.6333,NZ,11.3,82.0,100.0,1.03,1029.0,1647458311.0
Cairns,-16.9167,145.7667,AU,24.74,93.0,40.0,3.09,1006.0,1647458313.0
Dunedin,-45.8742,170.5036,NZ,10.45,88.0,100.0,0.89,1026.0,1647458315.0
São João do Piauí,-8.3581,-42.2467,BR,27.34,78.0,100.0,2.0,1009.0,1647458316.0
Lianzhou,24.7811,112.3825,CN,21.75,92.0,100.0,1.97,1008.0,1647458318.0
Clyde,41.3042,-82.9752,US,20.3,42.0,0.0,4.96,1016.0,1647458320.0
santa eulalia del rio,,,,,,,,,
Porto Velho,-8.7619,-63.9039,BR,31.03,62.0,20.0,1.03,1006.0,1647458226.0
Kruisfontein,-34.0033,24.7314,ZA,14.94,81.0,0.0,0.59,1021.0,1647458324.0
grand river south east,,,,,,,,,
Valparaíso,-33.0393,-71.6273,CL,18.42,78.0,20.0,4.63,1017.0,1647458178.0
Aras,42.5617,-2.356,ES,10.17,76.0,75.0,3.6,1021.0,1647458329.0
is,,,,,,,,,
Krynychky,48.3755,34.467,UA,-3.58,67.0,8.0,4.9,1033.0,1647458332.0
Talakan,50.3167,130.3667,RU,-14.26,98.0,100.0,1.8,1020.0,1647458334.0
Saint-Philippe,-21.3585,55.7679,RE,25.48,88.0,46.0,3.48,1013.0,1647458335.0
Rauma,61.1272,21.5113,FI,1.02,88.0,0.0,3.33,1035.0,1647458337.0
Moranbah,-22.0016,148.0466,AU,19.96,92.0,100.0,4.57,1012.0,1647458339.0
Poum,-20.2333,164.0167,NC,25.67,89.0,100.0,6.22,1011.0,1647458341.0
tachia,,,,,,,,,
Vezirköprü,41.1436,35.4547,TR,4.27,89.0,100.0,1.17,1026.0,1647458344.0
Sindor,62.8629,51.8905,RU,-6.03,94.0,100.0,3.23,1037.0,1647458346.0
Province of Groningen,53.25,6.75,NL,11.28,64.0,11.0,4.12,1021.0,1647458279.0
Juneau,58.3019,-134.4197,US,3.41,93.0,100.0,10.8,1005.0,1647458349.0
Nicolás Bravo,18.45,-88.9167,MX,31.85,46.0,30.0,2.17,1014.0,1647458351.0
Lubuk Pakam,3.5604,98.8767,ID,25.08,93.0,100.0,1.57,1007.0,1647458353.0
Nabire,-3.3667,135.4833,ID,24.14,88.0,81.0,1.52,1007.0,1647458355.0
Nexø,55.0607,15.1306,DK,1.05,96.0,78.0,3.98,1032.0,1647458357.0
Antalaha,-14.9003,50.2788,MG,24.6,93.0,85.0,2.43,1010.0,1647458359.0
Geraldton,-28.7667,114.6,AU,16.23,88.0,0.0,3.6,1015.0,1647458361.0
Salinópolis,-0.6136,-47.3561,BR,25.89,83.0,100.0,3.82,1010.0,1647458362.0
Fairbanks,64.8378,-147.7164,US,-11.22,66.0,0.0,3.09,999.0,1647458363.0
Esim,4.8699,-2.2405,GH,26.79,83.0,45.0,3.24,1008.0,1647458366.0
palabuhanratu,,,,,,,,,
bargal,,,,,,,,,
Obo,5.3998,26.4869,CF,25.28,19.0,22.0,2.78,1009.0,1647458370.0
Mackay,-21.15,149.2,AU,23.71,84.0,100.0,6.78,1011.0,1647458357.0
Soyo,-6.1349,12.3689,AO,26.68,75.0,87.0,4.77,1009.0,1647458373.0
Ketchikan,55.3422,-131.6461,US,5.26,87.0,100.0,11.32,1011.0,1647458375.0
Jutiapa,14.2833,-89.9,GT,32.6,29.0,6.0,4.65,1012.0,1647458377.0
Yerbogachën,61.2767,108.0108,RU,-19.89,100.0,99.0,1.04,1027.0,1647458379.0
julana,,,,,,,,,
Raudeberg,61.9875,5.1352,NO,6.59,70.0,100.0,9.62,1021.0,1647458382.0
Naryan-Mar,67.6713,53.087,RU,-5.17,96.0,99.0,2.94,1030.0,1647458383.0
Villacarrillo,38.1156,-3.0848,ES,9.66,79.0,100.0,0.42,1013.0,1647458385.0
Waingapu,-9.6567,120.2641,ID,25.72,83.0,92.0,1.78,1007.0,1647458387.0
Ada,43.4166,-116.1262,US,6.83,63.0,100.0,5.81,1015.0,1647458389.0
Borgarnes,64.5383,-21.9206,IS,-3.53,86.0,100.0,3.42,992.0,1647458391.0
Makokou,0.5738,12.8642,GA,22.31,92.0,47.0,0.34,1009.0,1647458393.0
Casino,-28.8667,153.05,AU,18.98,94.0,66.0,0.0,1016.0,1647458395.0
Kidal,18.4411,1.4078,ML,30.99,10.0,82.0,2.41,1009.0,1647458397.0
Smiřice,50.2998,15.8651,CZ,5.49,84.0,18.0,2.65,1029.0,1647458399.0
Sladkovo,55.5284,70.3385,RU,-21.98,100.0,94.0,2.41,1038.0,1647458400.0
Lakes Entrance,-37.8811,147.981,AU,16.2,77.0,100.0,1.29,1015.0,1647458402.0
Gainesville,29.6516,-82.3248,US,24.91,69.0,75.0,5.66,1015.0,1647458114.0
Juxtlahuaca,17.4294,-99.1467,MX,33.27,26.0,19.0,1.87,1012.0,1647458406.0
mutsamudu,,,,,,,,,
inderborskiy,,,,,,,,,
San Policarpo,12.1791,125.5072,PH,26.7,83.0,100.0,3.44,1008.0,1647458414.0
Kawalu,-7.3817,108.2082,ID,23.01,94.0,100.0,0.49,1008.0,1647458416.0
Launceston,-41.45,147.1667,AU,15.92,93.0,40.0,1.54,1015.0,1647458418.0
Prince Rupert,54.3161,-130.3201,CA,7.05,76.0,75.0,18.01,1013.0,1647458418.0
Belmonte,-15.8631,-38.8828,BR,28.22,66.0,67.0,2.65,1012.0,1647458421.0
Glendive,47.1053,-104.7125,US,10.81,44.0,75.0,8.23,1010.0,1647458423.0
Khovd,48.0056,91.6419,MN,-4.05,28.0,4.0,3.25,1019.0,1647458425.0
Asău,46.4333,26.4,RO,2.74,74.0,100.0,2.02,1027.0,1647458427.0
Bandar-e Lengeh,26.5579,54.8807,IR,25.18,59.0,0.0,5.78,1008.0,1647458429.0
Santa Rosa,14.3122,121.1114,PH,27.85,80.0,99.0,2.75,1008.0,1647458431.0
Chara,56.9064,118.2631,RU,-29.94,74.0,20.0,0.74,1040.0,1647458433.0
Tobol,52.6844,62.5794,KZ,-24.26,100.0,99.0,2.36,1040.0,1647458435.0
Waipawa,-41.4122,175.5153,NZ,10.75,85.0,100.0,3.94,1026.0,1647458437.0
Pilar,-9.5972,-35.9567,BR,23.96,65.0,70.0,4.38,1010.0,1647458439.0
Ol'ga,43.7444,135.2892,RU,-1.92,72.0,100.0,4.81,1021.0,1647458440.0
nguiu,,,,,,,,,
Nioro,13.35,-15.75,GM,33.46,12.0,55.0,2.3,1008.0,1647458444.0
rungata,,,,,,,,,
Mareeba,-17.0,145.4333,AU,23.0,91.0,99.0,0.93,1010.0,1647458447.0
Pundaguitan,6.3711,126.1689,PH,27.74,79.0,35.0,5.06,1006.0,1647458449.0
teneguiban,,,,,,,,,
lucatan,,,,,,,,,
Baraya,3.1533,-75.0531,CO,28.77,62.0,91.0,1.27,1009.0,1647458453.0
Angoram,-4.0625,144.0661,PG,22.86,98.0,43.0,0.9,1008.0,1647458455.0
Elliot Lake,46.3834,-82.6331,CA,3.03,83.0,100.0,2.57,1016.0,1647458457.0
Oktyabr'skoye,43.0645,44.7417,RU,-7.03,92.0,100.0,0.0,1023.0,1647458459.0
mergui,,,,,,,,,
Broome,42.2506,-75.833,US,16.08,48.0,0.0,2.68,1003.0,1647458462.0
Saint-François,46.4154,3.9054,FR,10.7,85.0,0.0,1.54,1019.0,1647458464.0
George,-33.963,22.4617,ZA,16.74,83.0,0.0,2.81,1021.0,1647458466.0
Mâncio Lima,-7.6142,-72.8958,BR,27.04,78.0,100.0,2.57,1012.0,1647458468.0
Hualmay,-11.0964,-77.6139,PE,25.68,65.0,50.0,5.2,1011.0,1647458470.0
Zhiryatino,53.2228,33.7306,RU,-4.82,93.0,14.0,0.86,1039.0,1647458472.0
Āwash,8.9833,40.1667,ET,25.45,33.0,48.0,3.4,1011.0,1647458474.0
Gweru,-19.45,29.8167,ZW,16.73,93.0,100.0,5.26,1014.0,1647458476.0
Russell,32.3502,-85.1999,US,19.55,64.0,75.0,6.17,1013.0,1647458477.0
Nizwá,22.9333,57.5333,OM,26.54,20.0,20.0,1.22,1012.0,1647458479.0
Paamiut,61.994,-49.6678,GL,-11.83,83.0,100.0,6.84,990.0,1647458481.0
Gua Musang,4.8823,101.9644,MY,23.35,99.0,98.0,0.15,1008.0,1647458483.0
Bilma,18.6853,12.9164,NE,23.97,10.0,6.0,4.19,1015.0,1647458485.0
Severo-Kuril'sk,50.6789,156.125,RU,-2.38,81.0,61.0,5.19,1022.0,1647458238.0
Manoel Urbano,-8.8389,-69.2597,BR,31.97,48.0,61.0,1.11,1007.0,1647458488.0
Karaton,-6.3424,106.1045,ID,23.43,94.0,84.0,0.53,1007.0,1647458490.0
Ayagoz,47.9714,80.4392,KZ,-16.87,99.0,84.0,4.19,1035.0,1647458492.0
Nyagan,62.1406,65.3936,RU,-5.7,95.0,100.0,3.66,1028.0,1647458494.0
Uíge,-7.6087,15.0613,AO,20.31,95.0,100.0,0.59,1011.0,1647458495.0
Deniliquin,-35.5333,144.9667,AU,17.59,76.0,100.0,2.48,1014.0,1647458497.0
Champasak,14.75,106.0,LA,22.62,89.0,19.0,1.21,1007.0,1647458499.0
Manjo,4.8428,9.8217,CM,23.71,83.0,94.0,0.26,1009.0,1647458501.0
Chapais,49.7834,-74.8492,CA,-1.12,81.0,100.0,4.17,1016.0,1647458427.0
Port Shepstone,-30.7414,30.455,ZA,20.54,81.0,100.0,1.97,1020.0,1647458504.0
Norrtälje,59.758,18.705,SE,1.57,83.0,1.0,2.31,1034.0,1647458506.0
Tonantins,-2.8731,-67.8022,BR,22.56,99.0,100.0,1.79,1009.0,1647458508.0
Athabasca,54.7169,-113.2854,CA,6.23,98.0,9.0,4.55,1011.0,1647458269.0
Dickinson,29.4608,-95.0513,US,24.06,50.0,0.0,2.57,1016.0,1647458511.0
Willmar,45.1219,-95.0433,US,8.96,66.0,0.0,1.54,1008.0,1647458513.0
São João da Barra,-21.6403,-41.0511,BR,30.05,76.0,0.0,7.81,1012.0,1647458240.0
Torbay,47.6666,-52.7314,CA,-3.66,58.0,100.0,4.12,1022.0,1647458412.0
Manaure,11.7751,-72.4445,CO,32.01,47.0,5.0,7.91,1009.0,1647458517.0
Parrita,9.5201,-84.3225,CR,30.14,62.0,22.0,3.63,1010.0,1647458519.0
Urubamba,-13.3047,-72.1158,PE,17.5,77.0,97.0,2.02,1015.0,1647458521.0
Bariloche,-41.1456,-71.3082,AR,18.86,32.0,40.0,13.89,1008.0,1647458284.0
Isabela,6.7085,121.9711,PH,26.66,84.0,100.0,1.09,1006.0,1647458524.0
Atbasar,51.8,68.3333,KZ,-22.97,100.0,79.0,2.8,1039.0,1647458526.0
Namatanai,-3.6667,152.4333,PG,25.95,82.0,51.0,3.37,1008.0,1647458528.0
Harper,4.375,-7.7169,LR,26.83,82.0,100.0,2.32,1009.0,1647458529.0
Ibrā’,22.6906,58.5334,OM,25.76,21.0,10.0,2.4,1011.0,1647458531.0
Cabinda,-5.55,12.2,AO,27.08,83.0,20.0,3.09,1008.0,1647458533.0
Mountain Home,43.133,-115.6912,US,7.71,100.0,100.0,8.75,1023.0,1647458535.0
Gazojak,41.1875,61.4036,TM,4.56,80.0,100.0,5.27,1016.0,1647458537.0
tidore,,,,,,,,,
Vilhena,-12.7406,-60.1458,BR,29.12,65.0,40.0,3.6,1010.0,1647458540.0
Tromsø,69.6496,18.957,NO,5.01,45.0,0.0,8.75,1017.0,1647458542.0
Cururupu,-1.8283,-44.8683,BR,23.49,96.0,100.0,0.44,1010.0,1647458544.0
Samaná,19.2056,-69.3369,DO,30.12,74.0,40.0,4.12,1017.0,1647458546.0
Mindelo,16.8901,-24.9804,CV,21.75,56.0,20.0,12.35,1014.0,1647458548.0
Great Bend,38.3645,-98.7648,US,19.97,27.0,0.0,4.12,1009.0,1647458550.0
Makkah al Mukarramah,21.4267,39.8261,SA,20.71,37.0,18.0,5.6,1014.0,1647458552.0
lushunkou,,,,,,,,,
Popondetta,-8.7537,148.2534,PG,22.6,93.0,100.0,1.22,1008.0,1647458555.0
lar gerd,,,,,,,,,
Ahar,38.4774,47.0699,IR,-5.56,84.0,24.0,1.01,1025.0,1647458558.0
Srednekolymsk,67.45,153.6833,RU,-31.62,100.0,39.0,0.79,1036.0,1647458560.0
meyungs,,,,,,,,,
Davila,18.4726,120.5763,PH,25.95,82.0,92.0,1.8,1008.0,1647458563.0
Maniitsoq,65.4167,-52.9,GL,-17.78,86.0,100.0,3.32,991.0,1647458564.0
Pedro II,-4.4247,-41.4586,BR,22.41,90.0,99.0,1.46,1010.0,1647458566.0
Pervomayskiy,53.2485,40.2871,RU,-9.8,89.0,27.0,5.6,1036.0,1647458568.0
Pravdinsk,54.4429,21.0179,RU,5.83,77.0,21.0,2.57,1032.0,1647458570.0
Norman Wells,65.282,-126.8329,CA,-19.98,65.0,75.0,1.54,1013.0,1647458572.0
Husavik,66.0449,-17.3389,IS,-1.73,71.0,12.0,6.55,993.0,1647458385.0
galgani,,,,,,,,,
burica,,,,,,,,,
Kayes,14.0,-11.0,ML,33.86,9.0,10.0,3.06,1007.0,1647458577.0
Papetoai,-17.4961,-149.8729,PF,28.64,68.0,6.0,1.71,1015.0,1647458579.0
Mount Isa,-20.7333,139.5,AU,25.87,44.0,98.0,3.6,1010.0,1647458581.0
jabiru,,,,,,,,,
Shache,38.4167,77.2406,CN,15.2,27.0,0.0,2.73,1010.0,1647458584.0
wa,,,,,,,,,
Beckley,37.7782,-81.1882,US,14.23,41.0,100.0,5.14,1019.0,1647458587.0
Kununurra,-15.7667,128.7333,AU,26.99,94.0,26.0,0.0,1006.0,1647458589.0
Chirilagua,13.2203,-88.1386,SV,33.48,32.0,10.0,2.67,1009.0,1647458591.0
Méhkerék,46.7833,21.45,HU,6.08,93.0,100.0,4.87,1024.0,1647458593.0
rawannawi,,,,,,,,,
Quatre Cocos,-20.2078,57.7625,MU,25.61,88.0,48.0,2.46,1011.0,1647458596.0
Marechal Cândido Rondon,-24.5561,-54.0567,BR,29.85,48.0,17.0,2.58,1008.0,1647458598.0
Rodrigues Alves,-7.738,-72.6509,BR,27.11,67.0,75.0,0.43,1009.0,1647458600.0
Kuantan,3.8077,103.326,MY,25.06,94.0,20.0,1.03,1007.0,1647458601.0
Gombong,-7.6072,109.5142,ID,24.34,94.0,100.0,1.18,1007.0,1647458603.0
Danshui,22.7984,114.4672,CN,21.86,87.0,100.0,1.79,1010.0,1647458605.0
Xining,36.6167,101.7667,CN,8.84,40.0,96.0,1.9,1009.0,1647458607.0
Kamiiso,41.8167,140.65,JP,0.23,87.0,93.0,2.02,1016.0,1647458609.0
Dodge City,37.7528,-100.0171,US,20.14,22.0,0.0,6.71,1008.0,1647458590.0
Jīsh,33.0222,35.4469,IL,5.69,73.0,50.0,2.27,1026.0,1647458612.0
Vuktyl,63.8567,57.3094,RU,-6.79,96.0,100.0,2.57,1033.0,1647458614.0
Labuhan,-6.8844,112.2051,ID,25.32,89.0,8.0,3.0,1006.0,1647458616.0
Lavrentiya,65.5833,-171.0,RU,-19.37,89.0,4.0,3.55,1015.0,1647458617.0
Żurrieq,35.8311,14.4742,MT,12.73,82.0,40.0,4.12,1023.0,1647458619.0
Jacareacanga,-6.2222,-57.7528,BR,27.06,88.0,100.0,1.46,1007.0,1647458621.0
Uthal,25.8072,66.6219,PK,25.69,62.0,9.0,2.38,1009.0,1647458623.0
Bhatkal,13.9667,74.5667,IN,25.77,84.0,100.0,1.67,1009.0,1647458625.0
Yurgamysh,55.3714,64.4656,RU,-21.9,100.0,81.0,1.97,1040.0,1647458627.0
South Kazakhstan Region,43.0,68.0,KZ,7.68,73.0,100.0,6.8,1014.0,1647458628.0
Tahe,52.3333,124.7333,CN,-15.38,76.0,100.0,5.35,1021.0,1647458630.0
umzimvubu,,,,,,,,,
Chernyshevskiy,63.0128,112.4714,RU,-30.96,100.0,100.0,0.83,1031.0,1647458633.0
Kavieng,-2.5744,150.7967,PG,28.67,70.0,52.0,6.26,1007.0,1647458635.0
mugreyevskiy,,,,,,,,,
Samarai,-10.6167,150.6667,PG,28.1,77.0,95.0,6.01,1006.0,1647458638.0
Bahía Honda,22.9036,-83.1592,CU,29.16,56.0,100.0,1.94,1015.0,1647458640.0
Yinchuan,38.4681,106.2731,CN,10.07,28.0,100.0,8.2,1013.0,1647458642.0
Anito,12.4497,125.2886,PH,25.44,91.0,97.0,2.39,1008.0,1647458644.0
Boguchany,58.3814,97.4531,RU,-14.62,99.0,100.0,1.27,1027.0,1647458646.0
Kurunegala,7.4863,80.3623,LK,24.04,83.0,100.0,1.38,1009.0,1647458648.0
Almonte,37.2647,-6.5167,ES,13.06,90.0,100.0,2.74,1014.0,1647458650.0
Bayir,37.2687,28.2167,TR,4.29,71.0,97.0,1.49,1026.0,1647458652.0
Anadyr,64.75,177.4833,RU,-24.72,84.0,20.0,6.0,1022.0,1647458654.0
Oranjemund,-28.55,16.4333,NA,16.94,86.0,100.0,6.71,1012.0,1647458656.0
Qinzhou,21.95,108.6167,CN,20.75,91.0,100.0,2.54,1008.0,1647458657.0
Tomatlán,19.9333,-105.25,MX,33.28,23.0,0.0,4.17,1013.0,1647458659.0
Kutum,14.2,24.6667,SD,15.64,14.0,0.0,6.62,1017.0,1647458661.0
Marsaxlokk,35.8419,14.5431,MT,13.34,82.0,40.0,4.12,1023.0,1647458663.0
Lat Yao,15.751,99.7893,TH,29.45,61.0,99.0,5.9,1005.0,1647458665.0
Ambatofinandrahana,-20.55,46.8,MG,17.89,95.0,100.0,2.09,1013.0,1647458667.0
Rio Grande,-32.035,-52.0986,BR,26.64,67.0,28.0,8.08,1014.0,1647458461.0
Rundu,-17.9333,19.7667,NA,20.07,47.0,4.0,1.84,1010.0,1647458670.0
Zhangye,38.9342,100.4517,CN,4.27,64.0,78.0,1.87,1017.0,1647458672.0
Caravelas,-17.7125,-39.2481,BR,28.71,63.0,0.0,3.64,1013.0,1647458673.0
Anūpgarh,29.1911,73.2086,IN,27.42,21.0,71.0,1.42,1005.0,1647458675.0
Ust-Nera,64.5667,143.2,RU,-28.7,92.0,31.0,1.81,1042.0,1647458677.0
Dudinka,69.4058,86.1778,RU,-27.53,100.0,17.0,1.44,1024.0,1647458679.0
Kieta,-6.2167,155.6333,PG,26.04,84.0,93.0,1.03,1009.0,1647458681.0
Dodoma,-6.1722,35.7395,TZ,18.88,92.0,80.0,1.66,1010.0,1647458683.0
Rognan,67.0953,15.3878,NO,6.08,78.0,100.0,4.38,1025.0,1647458684.0
Nchelenge,-9.3451,28.734,ZM,21.67,80.0,100.0,0.68,1009.0,1647458686.0
Limbang,4.75,115.0,MY,25.03,98.0,100.0,0.91,1007.0,1647458688.0
Pervomayskoye,43.919,46.7102,RU,-0.93,59.0,100.0,3.68,1026.0,1647458690.0
Lipari,38.4674,14.954,IT,11.42,76.0,100.0,3.44,1024.0,1647458692.0
Gönen,40.1049,27.654,TR,8.34,42.0,100.0,0.65,1017.0,1647458694.0
Gamba,-2.65,10.0,GA,26.06,86.0,100.0,3.34,1009.0,1647458696.0
Noumea,-22.2763,166.4572,NC,27.22,99.0,100.0,1.39,1011.0,1647458697.0
Faya,18.3851,42.4509,SA,13.29,77.0,8.0,0.42,1015.0,1647458699.0
Sambava,-14.2667,50.1667,MG,25.17,92.0,100.0,2.81,1010.0,1647458701.0
Xuzhou,34.1805,117.1571,CN,6.47,81.0,100.0,9.47,1017.0,1647458703.0
General Roca,-39.0333,-67.5833,AR,32.57,12.0,6.0,7.93,1002.0,1647458624.0
Baní,18.2833,-70.3333,DO,28.25,50.0,13.0,7.19,1015.0,1647458706.0
Damara,4.9608,18.7035,CF,28.95,27.0,100.0,1.3,1006.0,1647458708.0
Hofn,64.2539,-15.2082,IS,0.01,93.0,100.0,6.69,997.0,1647458710.0
Pacific Grove,36.6177,-121.9166,US,14.3,74.0,0.0,3.13,1024.0,1647458712.0
Grand Gaube,-20.0064,57.6608,MU,25.77,88.0,42.0,2.92,1011.0,1647458714.0
Pinega,64.7001,43.3936,RU,-1.02,92.0,100.0,2.56,1035.0,1647458716.0
tubruq,,,,,,,,,
Meadow Lake,34.8014,-106.5436,US,18.87,10.0,89.0,4.24,1009.0,1647458719.0
Cayenne,4.9333,-52.3333,GF,27.27,1.0,100.0,6.17,1010.0,1647458721.0
Mapimí,25.8167,-103.85,MX,25.72,12.0,94.0,2.77,1011.0,1647458723.0
gilazi,,,,,,,,,
Ambon City,-3.6954,128.1814,ID,25.08,94.0,40.0,1.54,1008.0,1647458726.0
Chul'man,56.8479,124.9104,RU,-18.89,96.0,100.0,2.91,1028.0,1647458727.0
Abonnema,4.7084,6.7931,NG,29.16,75.0,5.0,4.47,1008.0,1647458729.0
Balsas,-7.5325,-46.0356,BR,28.4,71.0,93.0,0.75,1008.0,1647458731.0
Laas,46.6166,10.7002,IT,8.24,72.0,11.0,1.49,1026.0,1647458733.0
Gemeente Hoogeveen,52.6833,6.5833,NL,11.49,69.0,21.0,6.86,1021.0,1647458735.0
Regina,50.4501,-104.6178,CA,1.88,78.0,20.0,7.2,1009.0,1647458514.0
Anloga,5.7947,0.8973,GH,28.28,77.0,99.0,4.33,1009.0,1647458738.0
Trelew,-43.249,-65.3051,AR,31.7,8.0,0.0,6.28,997.0,1647458740.0
Hirara,24.8,125.2833,JP,22.26,79.0,100.0,8.16,1012.0,1647458742.0
Ahipara,-35.1667,173.1667,NZ,16.73,85.0,100.0,2.6,1019.0,1647458470.0
Progreso,21.2833,-89.6667,MX,30.62,75.0,0.0,5.76,1015.0,1647458745.0
Apollonia,36.9716,24.7231,GR,11.77,66.0,2.0,5.4,1023.0,1647458747.0
Yarkovo,57.4028,67.0786,RU,-17.03,97.0,77.0,2.53,1036.0,1647458749.0
Portales,34.1862,-103.3344,US,23.21,11.0,100.0,5.73,1007.0,1647458662.0
Bangassou,4.7413,22.8184,CF,25.43,30.0,100.0,0.75,1007.0,1647458752.0
Terra Santa,-2.1042,-56.4869,BR,30.56,63.0,97.0,1.01,1007.0,1647458754.0
Eyl,7.9803,49.8164,SO,24.68,75.0,42.0,4.08,1011.0,1647458755.0
Katangli,51.7102,143.2326,RU,-4.9,95.0,100.0,3.81,1022.0,1647458757.0
Irig,45.1011,19.8583,RS,7.63,78.0,100.0,4.27,1025.0,1647458759.0
Marfino,55.7028,37.3822,RU,-3.68,43.0,0.0,4.0,1037.0,1647458761.0
