city,latitude,longitude,Country,Temperature,Humidity,Cloud Level,Wind Speed,Air Pressure,Date
George Town,5.4112,100.3354,MY,31.72,68.0,40.0,0.89,1008.0,1644043183.0
San Borja,-14.8167,-66.85,BO,22.37,98.0,40.0,1.43,1008.0,1644043192.0
Conde,-7.2597,-34.9075,BR,24.7,83.0,0.0,1.03,1011.0,1644043194.0
Niamey,13.5137,2.1098,NE,17.16,17.0,0.0,3.09,1016.0,1644042906.0
Point Fortin,10.1833,-61.6833,TT,22.36,82.0,51.0,4.13,1012.0,1644043196.0
Nsanje,-16.92,35.262,MW,27.59,74.0,100.0,1.25,1011.0,1644043198.0
Kyra,49.5776,111.9753,RU,-7.57,64.0,57.0,5.22,1030.0,1644043199.0
Puri,19.8,85.85,IN,25.29,30.0,72.0,4.52,1013.0,1644043201.0
Husavik,66.0449,-17.3389,IS,-11.05,94.0,82.0,3.72,985.0,1644043202.0
Taltal,-25.4,-70.4833,CL,18.97,76.0,0.0,0.27,1014.0,1644043203.0
Canatlán,24.5167,-104.7833,MX,2.4,71.0,0.0,1.58,1031.0,1644043205.0
Karratha,-20.7377,116.8463,AU,33.3,58.0,51.0,8.0,1003.0,1644043206.0
Chicama,-7.8447,-79.1469,PE,21.2,80.0,96.0,2.0,1013.0,1644043208.0
Huambo,-12.7761,15.7392,AO,15.54,88.0,100.0,1.03,1016.0,1644043209.0
San Isidro,-12.1167,-77.05,PE,20.05,59.0,0.0,0.89,1004.0,1644043211.0
Kumul,42.8,93.45,CN,0.33,21.0,100.0,3.16,1033.0,1644043150.0
Egvekinot,66.3167,-179.1667,RU,-22.91,84.0,3.0,6.29,1019.0,1644042915.0
Galveston,29.3669,-94.9669,US,0.63,81.0,19.0,4.02,1036.0,1644043214.0
Mareeba,-17.0,145.4333,AU,25.78,82.0,100.0,1.18,1004.0,1644043216.0
Semey,50.4111,80.2275,KZ,-14.88,78.0,0.0,5.0,1033.0,1644043218.0
Hasaki,35.7333,140.8333,JP,7.4,30.0,99.0,6.77,1007.0,1644043220.0
Bariloche,-41.1456,-71.3082,AR,9.86,76.0,20.0,3.6,1023.0,1644043221.0
Yarovoy,52.9273,78.58,RU,-9.56,79.0,17.0,4.32,1034.0,1644043223.0
Almaznyy,48.0448,40.045,RU,-2.92,89.0,100.0,5.41,1016.0,1644043224.0
Camacha,33.0833,-16.3333,PT,15.67,88.0,40.0,4.63,1019.0,1644043226.0
Kołobrzeg,54.1757,15.5834,PL,4.42,80.0,99.0,11.65,1008.0,1644043002.0
Longyearbyen,78.2186,15.6401,SJ,-11.09,57.0,20.0,10.8,1005.0,1644043228.0
Richards Bay,-28.783,32.0377,ZA,22.08,88.0,100.0,4.98,1020.0,1644043230.0
Lukulu,-14.3707,23.242,ZM,21.13,81.0,98.0,2.35,1013.0,1644043231.0
Darnah,32.767,22.6367,LY,12.19,77.0,0.0,4.63,1025.0,1644043232.0
Subiaco,41.9254,13.0941,IT,7.44,91.0,98.0,0.95,1018.0,1644043234.0
Champerico,14.3,-91.9167,GT,22.63,71.0,0.0,0.9,1013.0,1644043235.0
Chuzhou,32.3219,118.2978,CN,5.69,28.0,68.0,4.05,1032.0,1644043237.0
Uray,60.1247,64.7758,RU,-6.59,96.0,100.0,3.31,1019.0,1644043238.0
Mitú,1.1983,-70.1733,CO,21.59,98.0,100.0,0.76,1009.0,1644043149.0
Klaksvík,62.2266,-6.589,FO,1.51,72.0,100.0,6.26,983.0,1644043241.0
Härnösand,62.6323,17.9379,SE,-11.0,84.0,38.0,3.52,985.0,1644043242.0
Amapá,1.0,-52.0,BR,21.35,99.0,100.0,0.81,1010.0,1644043244.0
Viedma,-40.8135,-62.9967,AR,15.53,71.0,100.0,8.41,1017.0,1644043225.0
Sortland,68.6949,15.4162,NO,-2.9,74.0,100.0,2.45,972.0,1644043246.0
Hella,67.2,14.4333,NO,1.08,64.0,0.0,12.86,969.0,1644043248.0
Gizo Government Station,-8.103,156.8419,SB,29.51,71.0,82.0,3.52,1005.0,1644043249.0
General Pico,-35.6566,-63.7568,AR,15.83,90.0,100.0,5.85,1013.0,1644043251.0
Tías,28.9611,-13.645,ES,16.82,55.0,0.0,4.12,1018.0,1644043252.0
Coquimbo,-29.9533,-71.3436,CL,18.8,81.0,0.0,1.43,1013.0,1644042796.0
Beringovskiy,63.05,179.3167,RU,-22.69,85.0,10.0,5.58,1013.0,1644043255.0
Pak Phanang,8.3511,100.202,TH,33.01,71.0,17.0,7.75,1010.0,1644043256.0
Bilibino,68.0546,166.4372,RU,-22.72,93.0,3.0,2.33,1025.0,1644043257.0
Pozo Colorado,-23.4923,-58.7972,PY,23.2,95.0,99.0,1.66,1007.0,1644043259.0
Pisco,-13.7,-76.2167,PE,18.03,88.0,0.0,0.0,1014.0,1644043260.0
Sri Aman,1.2376,111.4621,MY,28.03,78.0,40.0,3.6,1007.0,1644043262.0
Erdenet,49.0333,104.0833,MN,-12.06,72.0,1.0,1.79,1040.0,1644043263.0
Inhambane,-23.865,35.3833,MZ,29.99,70.0,40.0,6.17,1012.0,1644043265.0
Guerrero Negro,27.9769,-114.0611,MX,14.17,37.0,0.0,0.81,1021.0,1644043266.0
Kitimat,54.0524,-128.6534,CA,6.06,51.0,100.0,0.89,1021.0,1644043268.0
Aykhal,66.0,111.5,RU,-26.7,100.0,79.0,2.68,1026.0,1644043269.0
Tuatapere,-46.1333,167.6833,NZ,14.34,64.0,26.0,3.26,1016.0,1644043270.0
Matadi,-5.8167,13.45,CD,24.73,86.0,45.0,0.35,1014.0,1644043272.0
Port Blair,11.6667,92.75,IN,30.02,70.0,20.0,5.14,1010.0,1644043273.0
Nishihara,26.1842,127.7558,JP,16.4,55.0,40.0,7.2,1023.0,1644043275.0
Gogrial,8.5332,28.1004,SS,23.94,13.0,79.0,4.86,1015.0,1644043276.0
Réo,12.3167,-2.4667,BF,17.97,16.0,22.0,4.59,1014.0,1644043278.0
Walvis Bay,-22.9575,14.5053,,19.53,82.0,28.0,1.54,1014.0,1644043280.0
Aksarka,66.5606,67.7975,RU,-18.02,99.0,93.0,0.65,1020.0,1644043074.0
Necochea,-38.5473,-58.7368,AR,17.8,81.0,100.0,4.38,1009.0,1644043283.0
Monrovia,6.3005,-10.7969,LR,23.87,94.0,46.0,2.75,1011.0,1644043285.0
Nicholasville,37.8806,-84.573,US,-5.72,79.0,100.0,5.66,1028.0,1644043286.0
Sitka,57.0531,-135.33,US,5.94,81.0,100.0,4.12,1018.0,1644043287.0
Isla Vista,34.4133,-119.861,US,11.33,49.0,0.0,1.54,1026.0,1644043289.0
Myskhako,44.6714,37.7433,RU,-1.21,68.0,92.0,2.9,1020.0,1644043290.0
Barra de Tecoanapa,16.5167,-98.75,MX,22.83,73.0,10.0,2.07,1016.0,1644043293.0
Upernavik,72.7868,-56.1549,GL,-18.42,93.0,100.0,1.83,1004.0,1644043294.0
Adrar,20.5022,-10.0711,MR,15.47,14.0,99.0,4.12,1017.0,1644043296.0
Mahibadhoo,3.7833,72.9667,MV,28.06,67.0,47.0,4.64,1010.0,1644043297.0
Sásd,46.2552,18.1078,HU,5.41,91.0,85.0,0.32,1019.0,1644043299.0
Lefka,35.1106,32.8506,CY,9.54,65.0,3.0,2.96,1018.0,1644043300.0
Saldanha,-33.0117,17.9442,ZA,19.03,58.0,12.0,2.72,1014.0,1644043302.0
Cessnock,-32.8333,151.35,AU,21.39,58.0,18.0,4.84,1017.0,1644043304.0
Jardim,-21.4803,-56.1381,BR,23.19,89.0,94.0,2.2,1008.0,1644043306.0
Zaranj,30.9667,61.8833,AF,14.98,16.0,98.0,3.57,1010.0,1644043307.0
Port Hardy,50.6996,-127.4199,CA,6.1,93.0,100.0,1.03,1030.0,1644043159.0
Nato,13.6105,123.5356,PH,25.17,83.0,98.0,4.42,1013.0,1644043310.0
Prince Rupert,54.3161,-130.3201,CA,6.05,87.0,100.0,5.66,1024.0,1644043211.0
Seoul,37.5683,126.9778,KR,-1.55,34.0,40.0,7.72,1025.0,1644043200.0
Palimbang,6.2106,124.1894,PH,30.33,61.0,82.0,2.14,1007.0,1644043315.0
Khilok,51.3674,110.4676,RU,-9.31,81.0,100.0,4.72,1033.0,1644043316.0
Juneau,58.3019,-134.4197,US,3.13,98.0,100.0,3.87,1015.0,1644043318.0
Huarmey,-10.0681,-78.1522,PE,20.96,88.0,31.0,3.18,1013.0,1644043319.0
Clyde River,70.4692,-68.5914,CA,-29.87,76.0,0.0,2.57,996.0,1644043266.0
Georgiyevskoye,58.731,45.024,RU,-12.5,92.0,13.0,3.41,1014.0,1644043322.0
Marystown,47.1666,-55.1483,CA,3.81,100.0,100.0,5.29,1006.0,1644043323.0
Suntar,62.1444,117.6319,RU,-17.77,94.0,100.0,1.93,1029.0,1644043325.0
Tiksi,71.6872,128.8694,RU,-29.4,98.0,100.0,3.11,1023.0,1644043326.0
Zhigansk,66.7697,123.3711,RU,-33.13,99.0,100.0,2.22,1028.0,1644043327.0
Yong’an,39.6957,113.6871,CN,-5.92,28.0,91.0,2.92,1035.0,1644043329.0
Yangi Marg`ilon,40.4272,71.7189,UZ,6.39,33.0,0.0,0.0,1013.0,1644043082.0
Staryy Nadym,65.6118,72.6842,RU,-17.19,97.0,74.0,3.54,1019.0,1644043332.0
Mungwi,-10.1732,31.3694,ZM,18.72,82.0,100.0,1.77,1016.0,1644043333.0
Coyhaique,-45.5752,-72.0662,CL,11.97,76.0,0.0,2.57,1021.0,1644043334.0
Rexburg,43.826,-111.7897,US,-6.23,79.0,100.0,0.0,1029.0,1644043336.0
Lac du Bonnet,50.2536,-96.0612,CA,-22.3,93.0,100.0,2.99,1027.0,1644043337.0
Nola,40.922,14.5329,IT,10.32,77.0,81.0,1.49,1013.0,1644043339.0
Bambanglipuro,-7.95,110.2833,ID,27.24,79.0,98.0,3.82,1006.0,1644043340.0
Rawson,-43.3002,-65.1023,AR,14.01,60.0,80.0,6.93,1021.0,1644043251.0
Banyo,6.75,11.8167,CM,20.36,24.0,24.0,1.24,1015.0,1644043344.0
Marsá Maţrūḩ,31.3525,27.2453,EG,12.74,67.0,42.0,7.24,1024.0,1644043078.0
Guararapes,-21.2608,-50.6428,BR,22.01,93.0,100.0,2.23,1010.0,1644043347.0
Manhush,47.0558,37.3107,UA,-3.35,80.0,69.0,4.12,1019.0,1644043348.0
Neftçala,39.3742,49.2472,AZ,10.08,41.0,25.0,7.31,1010.0,1644043349.0
Cobija,-11.0267,-68.7692,BO,22.15,96.0,100.0,1.43,1010.0,1644043351.0
Novikovo,51.1537,37.8879,RU,-11.88,95.0,47.0,2.55,1017.0,1644043352.0
Neiafu,-18.65,-173.9833,TO,27.38,83.0,75.0,5.66,1011.0,1644043354.0
Nānākuli,21.3906,-158.1547,US,22.04,80.0,0.0,0.0,1019.0,1644043355.0
Sinaloa,25.0,-107.5,MX,11.17,84.0,0.0,0.9,1014.0,1644043357.0
Olafsvik,64.8945,-23.7142,IS,-1.83,61.0,100.0,13.21,979.0,1644043358.0
Lawrence,38.9717,-95.2353,US,-8.97,73.0,0.0,0.0,1034.0,1644043223.0
Tessalit,20.1986,1.0114,ML,12.24,24.0,0.0,5.97,1020.0,1644043361.0
Farafenni,13.5667,-15.6,GM,21.71,12.0,0.0,2.79,1011.0,1644043362.0
Verkhnyaya Tishanka,51.3239,40.5328,RU,-10.18,91.0,60.0,4.14,1013.0,1644043364.0
Piazza Armerina,37.3859,14.3672,IT,6.33,85.0,39.0,1.98,1019.0,1644043365.0
Tautira,-17.7333,-149.15,PF,27.01,69.0,8.0,6.83,1017.0,1644043342.0
Santa Lucía,27.9117,-15.5407,ES,13.61,34.0,0.0,2.57,1017.0,1644043368.0
Cururupu,-1.8283,-44.8683,BR,23.0,97.0,100.0,1.45,1009.0,1644043369.0
Bud,39.447,-86.1758,US,-8.31,79.0,100.0,6.15,1030.0,1644043370.0
San Antonio,29.4241,-98.4936,US,-1.98,74.0,0.0,2.57,1038.0,1644043372.0
Vestmannaeyjar,63.4427,-20.2734,IS,0.07,89.0,100.0,12.68,978.0,1644043076.0
Fernie,49.5,-115.0687,CA,0.92,98.0,100.0,2.24,1019.0,1644043338.0
Skellefteå,64.7507,20.9528,SE,-0.56,69.0,100.0,2.57,982.0,1644043377.0
Kozel'sk,54.0375,35.7716,RU,-11.84,92.0,100.0,1.13,1016.0,1644043378.0
Imbituba,-28.24,-48.6703,BR,25.46,95.0,100.0,2.88,1005.0,1644043380.0
Upington,-28.4478,21.2561,ZA,24.21,60.0,0.0,1.03,1017.0,1644043381.0
Umluj,25.0213,37.2685,SA,18.26,44.0,4.0,4.49,1021.0,1644043383.0
Izhma,65.0083,53.9113,RU,-19.83,99.0,82.0,1.0,1021.0,1644043384.0
Lodja,-3.4833,23.4333,CD,24.86,69.0,61.0,1.37,1013.0,1644043387.0
Ust-Nera,64.5667,143.2,RU,-29.75,79.0,72.0,0.82,1030.0,1644043388.0
Nuevo Comalapa,15.65,-92.1333,MX,17.89,98.0,35.0,0.75,1022.0,1644043390.0
Galanta,48.19,17.7275,SK,5.66,69.0,41.0,8.64,1019.0,1644043391.0
Nadadores,27.05,-101.6,MX,2.36,44.0,0.0,0.35,1039.0,1644043393.0
Malé,4.1748,73.5089,MV,30.97,62.0,40.0,4.63,1010.0,1644043394.0
Mae Ramat,16.984,98.5166,TH,28.18,48.0,100.0,1.98,1011.0,1644043397.0
San Andrés,12.5847,-81.7006,CO,27.01,74.0,40.0,5.14,1015.0,1644043398.0
Nazaré da Mata,-7.7417,-35.2278,BR,27.51,87.0,12.0,0.67,1011.0,1644043399.0
Lüderitz,-26.6481,15.1594,,20.68,71.0,49.0,2.64,1013.0,1644043401.0
Xining,36.6167,101.7667,CN,-6.42,57.0,100.0,3.31,1024.0,1644043402.0
Poum,-20.2333,164.0167,NC,27.41,72.0,94.0,4.78,1001.0,1644043404.0
Puerto Limón,10.0,-83.0333,CR,23.58,83.0,12.0,1.56,1014.0,1644043405.0
Sørland,67.667,12.6934,NO,1.91,77.0,100.0,14.32,967.0,1644043306.0
Novy Urengoy,66.0833,76.6333,RU,-16.52,97.0,60.0,3.79,1016.0,1644043408.0
Mehamn,71.0357,27.8492,NO,-7.12,84.0,91.0,8.29,984.0,1644043411.0
Mercedes,-34.6515,-59.4307,AR,19.54,97.0,71.0,4.24,1007.0,1644043412.0
Kushiro,42.975,144.3747,JP,-1.47,50.0,75.0,3.6,998.0,1644043413.0
Shache,38.4167,77.2406,CN,-0.16,30.0,86.0,1.2,1027.0,1644043415.0
Praia,14.9215,-23.5087,CV,21.3,73.0,0.0,7.72,1013.0,1644043417.0
Tommot,58.9564,126.2925,RU,-17.25,93.0,100.0,2.51,1030.0,1644043418.0
Assiniboia,49.6334,-105.9845,CA,-1.1,74.0,100.0,9.26,1008.0,1644043420.0
Powell River,49.8496,-124.5361,CA,5.92,93.0,95.0,3.93,1029.0,1644043387.0
Lixouri,38.2019,20.4314,GR,12.0,82.0,75.0,2.57,1020.0,1644043422.0
Vrede,-27.4257,29.1659,ZA,17.09,66.0,100.0,6.16,1020.0,1644043424.0
Esso,55.9333,158.7,RU,-11.85,97.0,100.0,2.33,998.0,1644043425.0
Codrington,-38.2667,141.9667,AU,19.9,63.0,100.0,10.2,1019.0,1644043304.0
Arrondissement de Saint-Gaudens,43.0833,0.6667,FR,7.01,95.0,100.0,1.71,1027.0,1644043428.0
Ilulissat,69.2167,-51.1,GL,-12.99,72.0,20.0,4.63,1003.0,1644043429.0
Buraidah,26.326,43.975,SA,12.25,30.0,0.0,5.66,1019.0,1644043332.0
Rafaela,-31.2503,-61.4867,AR,19.56,72.0,0.0,2.24,1010.0,1644043212.0
Puerto Escondido,15.85,-97.0667,MX,23.83,65.0,0.0,2.35,1016.0,1644043433.0
Sur,22.5667,59.5289,OM,26.51,28.0,4.0,2.88,1012.0,1644043384.0
Raudeberg,61.9875,5.1352,NO,1.54,74.0,99.0,3.13,987.0,1644043345.0
Bathsheba,13.2167,-59.5167,BB,22.34,73.0,20.0,3.6,1013.0,1644043437.0
Barwāni,22.0333,74.9,IN,25.69,14.0,9.0,1.97,1013.0,1644043438.0
Isiro,2.7739,27.616,CD,25.93,52.0,100.0,1.06,1013.0,1644043441.0
Kununurra,-15.7667,128.7333,AU,30.99,74.0,40.0,2.06,1005.0,1644043442.0
Gigmoto,13.7796,124.39,PH,26.17,77.0,98.0,7.56,1012.0,1644043444.0
Yaan,7.3833,8.5667,NG,24.55,15.0,0.0,4.63,1013.0,1644043446.0
Abu Samrah,35.3029,37.1841,SY,9.03,71.0,1.0,6.34,1017.0,1644043448.0
St. Pete Beach,27.7253,-82.7412,US,18.03,86.0,100.0,1.79,1021.0,1644043449.0
Fort Nelson,58.8053,-122.7002,CA,-23.23,70.0,100.0,1.54,1010.0,1644043451.0
Rondonópolis,-16.4708,-54.6356,BR,22.03,95.0,100.0,1.15,1010.0,1644043452.0
Souillac,-20.5167,57.5167,MU,28.21,83.0,75.0,8.75,1010.0,1644043453.0
São João da Barra,-21.6403,-41.0511,BR,23.66,91.0,96.0,5.87,1009.0,1644043455.0
Inta,66.0317,60.1659,RU,-16.71,98.0,94.0,1.76,1021.0,1644043456.0
Kaspiysk,42.8816,47.6392,RU,1.8,93.0,75.0,9.83,1012.0,1644043458.0
Normandin,48.8333,-72.5321,CA,-22.64,70.0,100.0,3.6,1023.0,1644043459.0
Buala,-8.145,159.5921,SB,28.6,80.0,61.0,2.79,1006.0,1644043461.0
Scarborough,54.2797,-0.4044,GB,4.11,83.0,100.0,4.92,1013.0,1644043462.0
Takanabe,32.1333,131.5,JP,8.94,41.0,8.0,6.03,1020.0,1644043464.0
Rabat,33.9911,-6.8401,MA,9.04,93.0,100.0,0.0,1022.0,1644043465.0
Takaka,-40.85,172.8,NZ,15.86,91.0,100.0,3.76,1010.0,1644043466.0
Havøysund,70.9963,24.6622,NO,-5.51,82.0,42.0,8.95,979.0,1644043468.0
Skegness,53.1436,0.3363,GB,2.66,82.0,100.0,8.47,1017.0,1644043469.0
Mumford,5.2618,-0.759,GH,26.2,83.0,15.0,1.45,1011.0,1644043471.0
Grand Bank,47.0999,-55.765,CA,3.88,98.0,100.0,5.55,1006.0,1644043472.0
Atasū,48.6814,71.6433,KZ,-6.53,71.0,5.0,5.89,1026.0,1644043474.0
Kirakira,-10.4544,161.9205,SB,28.44,80.0,100.0,3.16,1006.0,1644043475.0
Vanimo,-2.6741,141.3028,PG,28.66,76.0,100.0,4.6,1006.0,1644043476.0
Nuuk,64.1835,-51.7216,GL,-13.66,85.0,75.0,4.63,1005.0,1644043423.0
Gilgit,35.9221,74.3087,PK,-4.47,40.0,0.0,0.67,1037.0,1644043479.0
Key West,24.5557,-81.7826,US,23.6,84.0,20.0,3.6,1020.0,1644043254.0
Mt. Pleasant,32.7941,-79.8626,US,13.84,93.0,100.0,1.34,1018.0,1644043323.0
Bulgan,48.8125,103.5347,MN,-11.04,70.0,0.0,1.38,1040.0,1644043483.0
Jacareacanga,-6.2222,-57.7528,BR,22.57,99.0,100.0,0.96,1009.0,1644043484.0
Mandan,46.8267,-100.8896,US,-11.27,60.0,100.0,6.71,1013.0,1644043486.0
Vengerovo,55.6848,76.7471,RU,-7.62,82.0,100.0,4.1,1030.0,1644043487.0
Buguruslan,53.6554,52.442,RU,-3.16,92.0,100.0,3.85,1007.0,1644043491.0
Kabinda,-6.1333,24.4833,CD,21.89,75.0,98.0,1.44,1014.0,1644043492.0
Yavoriv,49.9386,23.3825,UA,3.48,89.0,100.0,5.78,1012.0,1644043494.0
Ixtapa,20.7,-105.2,MX,17.98,78.0,0.0,0.82,1018.0,1644043495.0
Paamiut,61.994,-49.6678,GL,-15.54,89.0,100.0,3.73,1009.0,1644043497.0
Rio Grande,-32.035,-52.0986,BR,21.08,92.0,100.0,2.92,1004.0,1644043498.0
Snezhnogorsk,69.1933,33.2531,RU,-10.12,91.0,100.0,8.28,993.0,1644043500.0
Tevaitoa,-16.7833,-151.5,PF,27.01,74.0,23.0,6.92,1016.0,1644043501.0
Praia,14.9215,-23.5087,CV,21.3,73.0,0.0,7.72,1013.0,1644043487.0
Oodweyne,9.4092,45.064,SO,23.66,21.0,49.0,0.24,1015.0,1644043504.0
Terney,45.0503,136.6092,RU,-10.56,60.0,36.0,4.78,1009.0,1644043506.0
Il’inskiy,55.619,38.1182,RU,-8.73,93.0,75.0,0.0,1014.0,1644043508.0
Luleå,65.5842,22.1547,SE,0.04,93.0,100.0,5.66,982.0,1644043509.0
Homer,59.6425,-151.5483,US,0.93,75.0,100.0,3.6,998.0,1644043278.0
Rincon,32.296,-81.2354,US,11.84,89.0,100.0,6.69,1020.0,1644043463.0
Belmonte,-15.8631,-38.8828,BR,26.28,87.0,100.0,2.62,1011.0,1644043515.0
Fortuna,40.5982,-124.1573,US,5.36,94.0,40.0,0.0,1032.0,1644043516.0
Namatanai,-3.6667,152.4333,PG,28.51,70.0,72.0,3.84,1005.0,1644043459.0
Mosquera,4.7059,-74.2302,CO,13.05,100.0,75.0,2.06,1027.0,1644043519.0
Yanaul,56.2719,54.9309,RU,-1.48,81.0,100.0,3.42,1010.0,1644043520.0
Griffith,41.5284,-87.4237,US,-12.25,76.0,0.0,0.89,1030.0,1644043496.0
Esna,25.2934,32.554,EG,11.01,44.0,0.0,5.08,1024.0,1644043523.0
Upata,8.0086,-62.3989,VE,19.2,98.0,12.0,1.13,1012.0,1644043524.0
Eyl,7.9803,49.8164,SO,27.84,43.0,3.0,6.53,1013.0,1644043526.0
Andenes,69.3143,16.1194,NO,-2.01,69.0,92.0,6.17,972.0,1644043527.0
Canhotinho,-8.8822,-36.1911,BR,21.76,80.0,97.0,3.06,1012.0,1644043529.0
Awasa,7.05,38.4667,ET,23.84,21.0,6.0,2.01,1015.0,1644043530.0
Ukiah,39.1502,-123.2078,US,6.53,73.0,0.0,0.0,1029.0,1644043531.0
Chipinge,-20.1883,32.6236,ZW,19.66,86.0,82.0,2.85,1014.0,1644043332.0
Tamandaré,-8.7597,-35.1047,BR,25.32,74.0,36.0,2.71,1011.0,1644043534.0
Marawi,7.9986,124.2928,PH,23.69,69.0,80.0,3.72,1009.0,1644043536.0
Alofi,-19.0595,-169.9187,NU,24.94,94.0,100.0,2.57,1013.0,1644043537.0
Payo,-3.7508,103.6372,ID,29.9,64.0,96.0,1.73,1008.0,1644043538.0
Black Forest,39.0131,-104.7008,US,-7.46,57.0,0.0,0.89,1025.0,1644043540.0
Waddān,29.1614,16.139,LY,10.86,39.0,4.0,1.77,1027.0,1644043544.0
Mitsamiouli,-11.3847,43.2844,KM,28.16,78.0,75.0,2.06,1010.0,1644043545.0
Bad Goisern am Hallstättersee,47.6425,13.6161,AT,1.83,100.0,100.0,0.62,1025.0,1644043547.0
Aitape,-3.1374,142.3475,PG,28.45,77.0,100.0,4.32,1006.0,1644043548.0
Snåase,64.2457,12.3778,NO,-0.49,94.0,91.0,6.44,979.0,1644043550.0
Kautokeino,69.0125,23.0412,NO,-8.34,93.0,95.0,7.3,982.0,1644043551.0
Khandyga,62.6667,135.6,RU,-34.83,98.0,100.0,0.49,1030.0,1644043552.0
Pimampiro,0.4,-77.9667,EC,15.25,94.0,99.0,0.71,1016.0,1644043554.0
Grand-Santi,4.25,-54.3833,GF,21.87,100.0,100.0,0.77,1011.0,1644043555.0
Le Port,-20.9373,55.2919,RE,28.98,86.0,100.0,9.68,1008.0,1644043557.0
Morant Bay,17.8815,-76.4093,JM,24.79,82.0,19.0,4.84,1016.0,1644043558.0
Andra,62.5147,65.8878,RU,-13.4,90.0,100.0,0.62,1022.0,1644043560.0
Hermiston,45.8404,-119.2895,US,6.35,77.0,0.0,3.09,1028.0,1644043561.0
Spornoye,50.8448,37.2913,RU,-6.99,96.0,39.0,2.92,1017.0,1644043563.0
Nebbi,2.4783,31.0889,UG,26.45,33.0,100.0,1.74,1013.0,1644043564.0
Langenburg,49.2544,9.8458,DE,0.82,89.0,100.0,4.12,1021.0,1644043566.0
Najrān,17.4924,44.1277,SA,25.36,37.0,0.0,0.65,1014.0,1644043567.0
Kittery,43.0881,-70.7362,US,-7.01,84.0,100.0,0.45,1015.0,1644043568.0
Fountain,38.6822,-104.7008,US,-5.08,67.0,0.0,4.63,1024.0,1644043570.0
Formosa do Rio Preto,-11.0483,-45.1931,BR,21.21,86.0,82.0,1.02,1010.0,1644043571.0
San Luis,-33.295,-66.3356,AR,16.84,69.0,100.0,4.89,1014.0,1644043573.0
Barra Patuca,15.8,-84.2833,HN,24.22,85.0,11.0,2.98,1016.0,1644043574.0
Bonthe,7.5264,-12.505,SL,22.51,94.0,99.0,1.78,1011.0,1644043576.0
Mae Sai,20.4335,99.8762,TH,23.62,47.0,45.0,1.55,1011.0,1644043577.0
Kupang,-10.1667,123.5833,ID,28.91,73.0,85.0,4.12,1005.0,1644043578.0
Yerbogachën,61.2767,108.0108,RU,-14.5,94.0,100.0,2.9,1026.0,1644043580.0
Okakarara,-20.5833,17.4333,,21.81,65.0,100.0,2.15,1012.0,1644043581.0
Marzuq,14.4,46.4667,YE,26.26,17.0,10.0,0.41,1013.0,1644043583.0
Deputatsky,69.3,139.9,RU,-34.11,99.0,25.0,1.37,1026.0,1644043584.0
Nambucca Heads,-30.65,153.0,AU,23.0,77.0,84.0,8.45,1014.0,1644043586.0
Ishigaki,24.3448,124.1572,JP,18.07,68.0,75.0,8.23,1022.0,1644043587.0
Maxixe,-23.8597,35.3472,MZ,29.91,70.0,40.0,6.26,1012.0,1644043589.0
Vaitape,-16.5167,-151.75,PF,27.16,73.0,84.0,6.58,1016.0,1644043590.0
Takoradze,4.8845,-1.7554,GH,25.89,84.0,3.0,1.19,1011.0,1644043390.0
Bulungu,-4.55,18.6,CD,21.86,93.0,100.0,0.61,1014.0,1644043593.0
Truth or Consequences,33.1284,-107.2528,US,-4.87,63.0,0.0,3.09,1033.0,1644043594.0
Sudak,44.85,34.9667,UA,0.81,66.0,66.0,1.19,1020.0,1644043596.0
Marsh Harbour,26.5412,-77.0636,BS,22.55,63.0,0.0,3.23,1021.0,1644043597.0
Jacmel,18.2342,-72.5347,HT,22.91,80.0,0.0,2.08,1016.0,1644043598.0
San Quintín,30.4833,-115.95,MX,12.72,43.0,5.0,1.38,1023.0,1644043458.0
